cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,lossSorted
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,1,6,1,6,7,1,5,8,2,2,10,2,21,40,1,5,139,0.439813,0.555782,0.440642,0.229617,0.281143,0.763644,0.629176,0.25918,0.4979,0.61459,0.614915,0.601984,0.808455,0.285627,624.42
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,3,9,6,1,1,5,2,5,9,4,2,4,2,41,26,5,7,145,0.671496,0.785784,0.298977,0.802892,0.568839,0.517986,0.602446,0.50658,0.57506,0.56627,0.558237,0.546052,0.342239,0.689858,625.41
1,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,2,2,1,2,2,1,3,3,3,4,6,6,2,2,2,3,3,4,2,13,2,41,6,1,3,2,0.497513,0.827585,0.54977,0.452887,0.499798,0.350956,0.376887,0.58354,0.44352,0.39599,0.341813,0.352251,0.342239,0.692696,628.32
1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,6,1,1,2,11,6,1,8,10,1,7,2,2,5,1,15,189,0.770953,0.047297,0.058376,0.215482,0.439304,0.832629,0.296022,0.29758,0.89888,0.82249,0.472726,0.481306,0.938965,0.314203,631.72
1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,1,2,2,1,2,2,1,1,1,3,2,1,1,2,1,2,3,3,4,2,1,1,3,6,8,3,4,3,58,2,17,21,1,3,37,0.306603,0.127059,0.215772,0.176921,0.288217,0.157829,0.233653,0.24123,0.30859,0.2123,0.148392,0.147518,0.229112,0.355761,631.75
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,3,3,3,14,7,1,1,2,1,1,3,4,2,11,2,6,8,1,3,4,0.513457,0.827585,0.54977,0.594598,0.902259,0.417897,0.413792,0.62918,0.5063,0.37493,0.338312,0.331643,0.315758,0.38277,631.97
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,5,6,1,1,7,1,1,1,2,2,14,2,1,15,2,1,48,0.438385,0.488789,0.280933,0.364302,0.348388,0.656614,0.538816,0.34445,0.44767,0.53881,0.4922,0.481306,0.654753,0.724266,632.12
2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,5,3,3,3,6,1,1,9,6,9,1,4,3,12,1,10,8,1,9,25,0.197534,0.488789,0.419161,0.809278,0.405415,0.172581,0.218293,0.57771,0.22969,0.17751,0.154404,0.153372,0.366638,0.799405,633.21
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,3,3,5,6,1,2,6,1,5,3,4,2,6,2,19,36,1,3,17,0.638758,0.555782,0.54977,0.815505,0.704268,0.566405,0.586983,0.61229,0.5189,0.60401,0.464956,0.481306,0.407736,0.220914,637.18
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,3,3,3,6,1,1,3,6,2,7,4,2,11,1,10,37,1,6,41,0.254071,0.245921,0.298977,0.336414,0.577339,0.278408,0.312059,0.2926,0.24958,0.27777,0.180456,0.178698,0.30435,0.811601,640.87
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,3,3,13,6,1,1,6,3,5,3,5,2,11,2,2,7,4,3,35,0.503312,0.620805,0.944251,0.383428,0.281143,0.571021,0.929257,0.75525,0.53565,0.50556,0.797841,0.785706,0.351299,0.314196,645.87
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,13,6,1,1,1,2,1,7,1,3,24,1,9,2,1,4,1,0.824083,0.15999,0.201309,0.493605,0.794794,0.673896,0.474512,0.64577,0.79734,0.64056,0.625936,0.612906,0.758902,0.29544,645.95
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,3,6,1,1,2,1,3,3,4,2,6,2,10,4,4,3,4,0.480125,0.422197,0.484196,0.373816,0.302678,0.317735,0.338809,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.810896,648.69
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,3,6,1,1,7,3,1,3,4,2,13,2,21,6,3,3,10,0.538034,0.422197,0.673861,0.432728,0.517162,0.425353,0.540533,0.3128,0.4832,0.45017,0.695685,0.682413,0.351299,0.283429,652.37
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,3,2,1,1,2,1,2,3,3,5,6,1,1,3,6,6,3,4,2,10,2,2,8,9,3,11,0.356663,0.15999,0.201309,0.83324,0.281143,0.230131,0.238997,0.43518,0.33987,0.26029,0.180456,0.178698,0.250991,0.319179,657.06
2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,6,1,1,7,1,1,4,1,22,16,1,25,29,1,4,48,0.84336,0.555782,0.280933,0.373816,0.38056,0.665311,0.420151,0.46477,0.83505,0.46119,0.4922,0.481306,0.681354,0.414673,657.36
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,4,6,1,1,7,2,5,5,2,2,11,1,1,20,1,9,15,0.644094,0.827585,0.745801,0.761209,0.397069,0.767863,0.669049,0.94012,0.64103,0.80218,0.74582,0.753252,0.717751,0.731187,658.91
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,13,6,1,1,3,1,6,3,3,5,16,2,23,35,4,7,41,0.287238,0.299102,0.440642,0.886774,0.777274,0.191478,0.240797,0.59512,0.2418,0.23948,0.217678,0.214808,0.195709,0.837665,664.42
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,2,1,1,2,2,1,3,3,3,9,6,1,1,2,1,3,3,4,2,4,2,10,2,3,3,4,0.475784,0.620805,0.462347,0.534409,0.889301,0.3735,0.356037,0.36083,0.44352,0.45017,0.291268,0.295524,0.339244,0.811328,667.54
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,9,6,1,1,2,1,3,3,4,2,6,2,10,4,3,3,4,0.480125,0.358319,0.484196,0.373816,0.302678,0.317735,0.362399,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.823351,671.44
2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,9,6,1,2,2,1,3,3,4,2,4,2,17,2,4,3,4,0.475784,0.555782,0.462347,0.534409,0.889301,0.3735,0.347485,0.36083,0.44352,0.45017,0.291268,0.295524,0.339244,0.35827,671.6
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,3,9,6,1,1,3,1,2,4,4,3,4,2,11,8,4,3,11,0.351358,0.488789,0.462347,0.83324,0.811271,0.252511,0.26101,0.59512,0.32496,0.26029,0.24541,0.255941,0.276878,0.471449,674.92
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,2,1,2,6,1,1,1,1,5,2,2,2,9,2,6,15,4,4,1,0.465671,0.488789,0.174588,0.345595,0.281143,0.737461,0.541881,0.37194,0.44767,0.61984,0.588753,0.576121,0.768525,0.379451,676.44
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,12,6,1,1,2,1,3,3,4,2,6,4,10,4,1,3,4,0.480125,0.358319,0.484196,0.373816,0.302678,0.317735,0.362399,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.798045,677.93
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,3,3,9,3,6,1,5,2,1,3,3,4,2,14,2,2,23,1,3,60,0.441242,0.555782,0.506105,0.383428,0.491114,0.348815,0.396429,0.51256,0.36285,0.36458,0.263154,0.289207,0.30435,0.305252,679.14
1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,5,6,1,1,2,1,2,2,2,2,10,1,33,4,2,1,4,0.338258,0.737068,0.65431,0.373816,0.422268,0.441525,0.431856,0.31796,0.32128,0.44467,0.377724,0.369858,0.605077,0.208077,686.64
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,3,3,3,9,6,1,1,7,3,3,3,4,2,4,2,6,4,4,3,10,0.558141,0.827585,0.692825,0.327354,0.87101,0.360659,0.418469,0.26847,0.46226,0.50556,0.715131,0.701926,0.345247,0.381782,686.93
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,2,1,1,2,1,2,3,3,1,6,1,2,9,6,4,4,4,31,16,2,4,23,1,6,25,0.273204,0.127059,0.462347,0.259793,0.340543,0.183595,0.273613,0.46477,0.31581,0.22755,0.158522,0.157379,0.271571,0.602176,689.33
2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,3,9,6,1,2,9,1,8,7,4,2,6,2,10,4,4,6,74,0.281338,0.245921,0.65431,0.354893,0.422268,0.181664,0.31153,0.27797,0.32128,0.24355,0.209813,0.207184,0.30435,0.811045,692.62
1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,13,6,1,1,6,2,1,3,5,2,17,2,7,16,3,3,69,0.478678,0.199504,0.527991,0.309621,0.364322,0.458113,0.899561,0.45883,0.4895,0.40131,0.535044,0.523266,0.30435,0.23467,706.71
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,2,1,1,3,2,1,4,6,1,1,5,1,1,2,2,2,6,2,1,5,2,5,36,0.536592,0.488789,0.215772,0.50382,0.534484,0.745129,0.576296,0.56011,0.53565,0.56081,0.480509,0.481306,0.789182,0.720331,708.38
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,3,2,1,3,6,1,1,1,4,1,1,2,2,2,2,10,2,3,1,1,0.475784,0.488789,0.317666,0.493605,0.800402,0.599275,0.547144,0.48864,0.45391,0.64056,0.678924,0.714544,0.701266,0.808216,713
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,3,3,13,4,1,1,3,1,6,7,4,2,10,2,19,2,1,6,5,0.330514,0.737068,0.61366,0.473202,0.908217,0.240069,0.283691,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.213493,717.58
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,5,6,1,1,2,1,2,3,4,3,6,2,8,4,2,3,60,0.470002,0.127059,0.440642,0.267727,0.302678,0.277229,0.354342,0.26847,0.39447,0.37493,0.275431,0.270746,0.310026,0.361221,721.05
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,3,3,5,6,1,1,7,4,1,3,4,2,14,2,31,35,3,6,10,0.634734,0.620805,0.65431,0.946616,0.836443,0.482425,0.44376,0.7133,0.5189,0.60401,0.689039,0.675759,0.453468,0.447284,721.33
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,1,4,4,5,3,6,1,1,7,2,1,5,7,2,21,2,10,2,3,9,21,0.629339,0.422197,0.54977,0.554673,0.82168,0.62026,0.450226,0.61229,0.64873,0.74396,0.569745,0.55738,0.689974,0.822747,721.78
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,9,6,1,2,2,1,2,2,2,2,10,2,10,4,1,1,4,0.32033,0.681761,0.527991,0.373816,0.302678,0.408772,0.374687,0.32843,0.32128,0.44467,0.327915,0.32157,0.605077,0.818035,721.79
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,3,6,1,2,2,1,2,2,2,2,4,2,6,4,1,1,4,0.338258,0.785784,0.65431,0.373816,0.718531,0.407919,0.407105,0.32843,0.32128,0.44467,0.377724,0.369858,0.605077,0.385601,726.82
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,5,3,6,3,6,1,1,9,1,4,8,3,2,19,2,7,41,3,6,25,0.057987,0.422197,0.592681,0.176921,0.281143,0.199994,0.323291,0.23688,0.22234,0.20496,0.180456,0.178698,0.282249,0.23912,729.69
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,6,1,3,4,2,5,4,1,2,11,2,17,20,1,9,24,0.894333,0.245921,0.230975,0.696873,0.281143,0.726619,0.461978,0.73713,0.93383,0.7877,0.757468,0.74464,0.751507,0.3571,735.04
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,3,3,3,11,4,1,1,2,2,3,3,4,2,13,2,9,6,1,3,2,0.497513,0.737068,0.54977,0.452887,0.499798,0.350956,0.363768,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.290696,739.96
2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,3,3,6,1,1,9,1,8,4,4,5,16,1,2,4,1,3,25,0.286052,0.078346,0.462347,0.222469,0.302678,0.166292,0.299489,0.27797,0.32311,0.22755,0.160614,0.159414,0.250991,0.312243,742.56
2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,2,1,5,3,1,3,3,4,5,5,1,1,6,6,3,9,6,5,16,2,19,35,1,7,17,0.514906,0.009792,0.139862,0.83324,0.627218,0.348815,0.21466,0.54236,0.37655,0.40131,0.24541,0.241676,0.26115,0.221154,742.77
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,13,6,1,1,2,1,2,1,2,2,30,2,1,2,4,1,4,0.362003,0.555782,0.527991,0.534409,0.874863,0.383737,0.383982,0.58934,0.35127,0.43919,0.291268,0.32157,0.611431,0.305899,747.28
